-2.5256591,1.2490755,2.9999999
-2.6277754,1.4173991,3.0000000
-2.7230813,1.5905868,3.0000000
-2.8150761,1.7663719,3.0000000
-2.9058477,1.9406307,3.0000000
-2.9989120,2.1164333,3.0000000
-3.0919109,2.2898653,3.0000000
-3.1842633,2.4656629,3.0000000
-3.2718360,2.6432744,3.0000000
-3.3514217,2.8247720,3.0000000
-3.4208138,3.0102987,3.0000000
-3.4790066,3.1995901,3.0000000
-3.5252606,3.3918808,3.0000000
-3.5591528,3.5872008,3.0000000
-3.5799946,3.7834834,3.0000000
-3.5874478,3.9818826,3.0000000
-3.5809531,4.1792105,3.0000000
-3.5599894,4.3764236,3.0000000
-3.5242443,4.5710034,3.0000000
-3.4732567,4.7618938,2.9999999
-3.4060589,4.9488070,2.9999987
-3.3242843,5.1271361,2.9983648
-3.2257161,5.3007310,2.9320018
-3.1117216,5.4623964,2.9253045
-2.9829904,5.6103108,2.9958115
-2.8379512,5.7476580,2.8853751
-2.6833164,5.8704806,2.7653589
-2.5183568,5.9771822,2.7231911
-2.3416308,6.0642155,2.8781505
-2.1557520,6.1318081,2.9863858
-1.9651528,6.1832622,2.9999999
-1.7712960,6.2195693,3.0000000
-1.5747728,6.2394931,3.0000000
-1.3767469,6.2417962,3.0000000
-1.1789867,6.2259230,3.0000000
-0.9849367,6.1919833,3.0000000
-0.7942843,6.1400686,3.0000000
-0.6086052,6.0707939,3.0000000
-0.4298379,5.9855291,3.0000000
-0.2593330,5.8862550,3.0000000
-0.0960547,5.7744125,3.0000000
0.0610839,5.6533371,3.0000000
0.2130777,5.5280226,3.0000000
0.3621945,5.3980529,3.0000000
0.5069405,5.2623241,3.0000000
0.6431725,5.1200081,3.0000000
0.7709284,4.9682277,3.0000000
0.8874927,4.8085452,3.0000000
0.9925511,4.6409532,3.0000000
1.0856247,4.4658206,3.0000000
1.1656056,4.2852573,3.0000000
1.2330090,4.0989791,3.0000000
1.2876269,3.9088602,3.0000000
1.3301016,3.7153967,3.0000000
1.3627765,3.5203934,3.0000000
1.3900665,3.3239649,3.0000000
1.4159350,3.1282696,3.0000000
1.4431617,2.9320838,3.0000000
1.4699218,2.7360281,3.0000000
1.4925899,2.5397738,3.0000000
1.5065854,2.3418102,3.0000000
1.5089621,2.1443458,3.0000000
1.4980587,1.9466668,3.0000000
1.4729583,1.7500501,3.0000000
1.4333405,1.5570416,3.0000000
1.3782961,1.3665957,2.9999999
1.3080829,1.1816047,2.9670447
1.2245597,1.0030073,2.8742400
1.1278936,0.8305945,2.6319804
1.0148862,0.6684379,2.5635231
0.8838844,0.5205182,2.5364216
0.7345752,0.3910375,2.5226364
0.5684892,0.2840289,2.7364091
0.3899793,0.1993929,2.8990088
0.2031620,0.1343309,2.9999999
0.0112551,0.0863517,3.0000000
-0.1837854,0.0554443,3.0000000
-0.3811499,0.0417702,3.0000000
-0.5792156,0.0455651,3.0000000
-0.7755308,0.0666882,3.0000000
-0.9696370,0.1049100,3.0000000
-1.1599438,0.1597340,3.0000000
-1.3445533,0.2302105,3.0000000
-1.5229794,0.3156651,3.0000000
-1.6940908,0.4150850,3.0000000
-1.8568651,0.5273274,3.0000000
-2.0107657,0.6515150,3.0000000
-2.1551737,0.7867819,3.0000000
-2.2892425,0.9319628,3.0000000
-2.4126582,1.0862005,3.0000000
-2.5256591,1.2490755,2.9999999
